id,normalizacion,protocolo,pliegue,indice_pliegue,modelo,semilla,accuracy,balanced_accuracy,f1_macro,accuracy_espejado,accuracy_val,n_train,n_val,n_test,tiempo_entrenamiento_s,tiempo_prediccion_test_s,epocas,mejor_epoca,dispositivo
111,muneca,lopo,p3,2,mlp,0,0.9523809523809523,0.9520632476670768,0.951315397469774,0.9523809523809523,0.9575070821529745,1990,353,588,94.19475899997633,0.0033431999618187547,88.0,68.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
112,muneca,lopo,p3,2,svm,0,0.935374149659864,0.93522823083206,0.9338165688477792,0.9370748299319728,0.9178470254957507,1990,353,588,0.9303087000153027,0.07864429999608546,,,cpu
113,muneca,lopo,p3,2,random_forest,0,0.9285714285714286,0.9283203236516933,0.92726020037923,0.9302721088435374,0.9008498583569405,1990,353,588,3.408062100003008,0.02400929998839274,,,cpu
114,muneca,lopo,p3,2,knn,0,0.8554421768707483,0.8557057212138214,0.8526128704274791,0.8809523809523809,0.8271954674220963,1990,353,588,0.004822399991098791,0.5647515000309795,,,cpu
115,muneca,lopo,p3,2,logreg,0,0.935374149659864,0.935158808082225,0.9339632695630619,0.9370748299319728,0.9121813031161473,1990,353,588,0.4155037999735214,0.0016785000334493816,,,cpu
116,muneca,lopo,p4,3,cnn_baseline,0,0.9532554257095158,0.9532828282828284,0.9530914769163594,0.9415692821368948,0.9348441926345609,1979,353,599,39.98840339999879,0.0036008000024594367,34.0,14.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
117,muneca,lopo,p4,3,mlp,0,0.9749582637729549,0.9749326599326599,0.9748351096072833,0.9699499165275459,0.943342776203966,1979,353,599,60.091782000032254,0.002870700031053275,57.0,37.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
118,muneca,lopo,p4,3,svm,0,0.9465776293823038,0.9465993265993266,0.9463597573918611,0.9398998330550918,0.8895184135977338,1979,353,599,0.9657468000077643,0.08591750002233312,,,cpu
119,muneca,lopo,p4,3,random_forest,0,0.8981636060100167,0.8981313131313131,0.8963516508458588,0.8964941569282137,0.8696883852691218,1979,353,599,3.598914199974388,0.05154490005224943,,,cpu
120,muneca,lopo,p4,3,knn,0,0.8881469115191987,0.8882323232323232,0.8878757474139692,0.8397328881469115,0.8640226628895185,1979,353,599,0.006049800023902208,0.18629979999968782,,,cpu
121,muneca,lopo,p4,3,logreg,0,0.9432387312186978,0.9432996632996633,0.9429591269509312,0.9432387312186978,0.9121813031161473,1979,353,599,1.0470012000296265,0.0019496000022627413,,,cpu
122,muneca,lopo,p5,4,cnn_baseline,0,0.9522998296422487,0.9512773805470435,0.9517023578553241,0.9420783645655877,0.971830985915493,1989,355,587,45.30565250001382,0.005935200024396181,38.0,18.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
123,muneca,lopo,p5,4,mlp,0,0.9369676320272572,0.935936707903,0.9354145639837256,0.9522998296422487,0.9690140845070423,1989,355,587,53.53046490001725,0.003703800030052662,50.0,30.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
124,muneca,lopo,p5,4,svm,0,0.919931856899489,0.9204426285325161,0.9187329223013371,0.889267461669506,0.9267605633802817,1989,355,587,0.871952900022734,0.04696540004806593,,,cpu
125,muneca,lopo,p5,4,random_forest,0,0.797274275979557,0.7975617599213106,0.7871876054965864,0.7887563884156729,0.9126760563380282,1989,355,587,4.702514300006442,0.07486870000138879,,,cpu
126,muneca,lopo,p5,4,knn,0,0.686541737649063,0.6881598759126849,0.6622655012607392,0.666098807495741,0.9014084507042254,1989,355,587,0.005007500003557652,0.2763115999987349,,,cpu
127,muneca,lopo,p5,4,logreg,0,0.9011925042589438,0.9002216925812432,0.8989847994283787,0.9216354344122658,0.9323943661971831,1989,355,587,0.23182939999969676,0.002539800014346838,,,cpu
128,muneca,lopo,p1,0,cnn_baseline,1,0.9125874125874126,0.9125277585299635,0.9122341131281381,0.9020979020979021,0.9635854341736695,2002,357,572,39.33095839997986,0.004501899995375425,33.0,13.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
129,muneca,lopo,p1,0,mlp,1,0.8846153846153846,0.884089614193841,0.8840938136750119,0.8741258741258742,0.9467787114845938,2002,357,572,51.45079460000852,0.003997799998614937,48.0,28.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
130,muneca,lopo,p1,0,svm,1,0.8741258741258742,0.8736114314898232,0.8740725115632765,0.8828671328671329,0.9215686274509803,2002,357,572,0.8822132000350393,0.07336320000467822,,,cpu
131,muneca,lopo,p1,0,random_forest,1,0.75,0.7487691005555973,0.7394136350097421,0.75,0.9243697478991597,2002,357,572,4.6482849000021815,0.06634219997795299,,,cpu
132,muneca,lopo,p2,1,cnn_baseline,1,0.9675213675213675,0.9666984747629909,0.9671158964751402,0.9452991452991453,0.9491525423728814,1992,354,585,47.480307299993,0.005319099989719689,40.0,20.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
133,muneca,lopo,p2,1,mlp,1,0.9572649572649573,0.9564373158843206,0.956617896602557,0.9623931623931624,0.9548022598870056,1992,354,585,97.70389299996896,0.003936900000553578,91.0,71.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
134,muneca,lopo,p2,1,svm,1,0.8290598290598291,0.8283200618881649,0.8361014290054901,0.8222222222222222,0.9519774011299436,1992,354,585,4.176590299990494,0.09751609998056665,,,cpu
